NoOfBedrooms,NoOfBathrooms,NoOfFloors,FlatArea,LotArea,BasementArea,AreaOfTheHouseFromBasement,LivingAreaAfterRenovation,LotAreaAfterRenovation,AgeOfHouse,ConditionOfTheHouse,OverallGrade,SalePrice
4,2.75,2.0,3650.0,4534.0,710,2940.0,2400.0,7682,4,Fair,7,550000.0
4,2.5,2.0,2990.0,6037.0,0,2990.0,2990.0,5992,5,Fair,9,594491.0
4,2.5,2.0,3284.0,6516.0,0,3284.0,2555.0,5008,4,Fair,8,460458.0
4,2.25,1.0,3550.0,13900.0,1720,1830.0,2770.0,12200,8,Fair,8,859000.0
3,3.0,2.0,1860.0,2875.0,150,1710.0,1350.0,4830,9,Fair,8,399950.0
3,3.25,2.0,1720.0,1977.0,360,1360.0,1720.0,3420,11,Fair,8,547500.0
3,2.5,2.0,2540.0,4775.0,0,2540.0,2270.0,5000,12,Fair,7,310000.0
4,2.75,2.0,3270.0,12880.0,0,3270.0,2420.0,7505,4,Fair,9,939000.0
2,2.5,3.0,980.0,1021.0,0,980.0,980.0,1023,10,Fair,8,329900.0
3,2.5,2.0,1150.0,1193.0,130,1020.0,1450.0,1640,12,Fair,8,436000.0
3,2.5,2.0,1820.0,1855.0,250,1570.0,1470.0,6900,10,Fair,8,320000.0
3,2.5,2.0,1580.0,3825.0,0,1580.0,1380.0,1500,7,Fair,8,375000.0
3,2.0,2.0,1460.0,3696.0,0,1460.0,1720.0,3631,8,Fair,7,392137.0
4,2.5,2.0,2900.0,4950.0,0,2900.0,2590.0,4950,14,Fair,8,520000.0
5,2.75,2.0,2620.0,6389.0,0,2620.0,2620.0,4504,11,Fair,9,535000.0
2,2.5,2.0,1340.0,999.0,400,940.0,1470.0,1436,10,Fair,8,407000.0
4,3.25,2.0,3266.0,5398.0,0,3266.0,3087.0,5152,4,Fair,8,424950.0
2,1.5,3.0,1076.0,1060.0,0,1076.0,1076.0,1060,12,Fair,7,290000.0
3,3.25,2.0,1680.0,1478.0,320,1360.0,1530.0,2753,9,Fair,8,399000.0
3,2.5,2.0,1930.0,1348.0,630,1300.0,1630.0,6000,13,Fair,8,439990.0
4,2.5,2.0,2880.0,3091.0,940,1940.0,1560.0,4080,4,Fair,9,635000.0
4,2.25,2.0,2240.0,5000.0,0,2240.0,1760.0,7500,5,Fair,8,635000.0
3,2.5,2.0,2594.0,4455.0,0,2594.0,2981.0,4950,6,Fair,8,351000.0
2,1.5,3.0,1210.0,1232.0,0,1210.0,1330.0,1174,11,Fair,8,437500.0
4,3.5,2.0,3760.0,5000.0,900,2860.0,1340.0,5000,4,Fair,9,919204.0
4,2.5,2.0,3600.0,6055.0,0,3600.0,3590.0,6050,4,Fair,9,923990.0
4,2.5,2.0,2050.0,2772.0,0,2050.0,2050.0,2934,6,Fair,8,639888.0
3,3.25,2.0,1510.0,2064.0,290,1220.0,1670.0,2594,10,Fair,8,675000.0
4,2.5,2.0,2580.0,3909.0,0,2580.0,1820.0,5772,5,Fair,8,899900.0
3,2.5,2.0,1670.0,4020.0,0,1670.0,1670.0,4020,9,Fair,7,252000.0
4,2.5,2.0,3190.0,10034.0,0,3190.0,2110.0,9300,11,Fair,9,925000.0
3,2.5,3.0,1280.0,1920.0,0,1280.0,1450.0,1900,9,Fair,8,552000.0
4,2.5,2.0,2718.0,6197.0,0,2718.0,2667.0,5000,12,Fair,8,388500.0
2,2.0,3.0,1370.0,1878.0,0,1370.0,1280.0,1878,14,Fair,8,548000.0
3,2.5,2.0,1794.0,4769.0,0,1794.0,3557.0,4807,13,Fair,7,254950.0
4,4.5,2.0,5120.0,41327.0,1830,3290.0,3360.0,82764,10,Fair,10,1240000.0
3,2.5,2.0,2160.0,1912.0,190,1970.0,1810.0,2653,4,Fair,9,629000.0
4,2.5,2.0,2180.0,7204.0,0,2180.0,1500.0,7650,4,Fair,8,734000.0
3,2.25,2.0,1490.0,1294.0,270,1220.0,1490.0,1283,8,Fair,7,309000.0
3,2.5,2.0,2950.0,10254.0,0,2950.0,2800.0,9323,12,Fair,9,554950.0
3,2.75,2.0,2990.0,207781.0,0,2990.0,2590.0,218671,18,Fair,9,785000.0
4,2.5,2.0,2700.0,5150.0,0,2700.0,3160.0,7620,11,Fair,9,550000.0
4,3.5,3.0,3130.0,5000.0,0,3130.0,1950.0,5152,4,Fair,10,1010000.0
3,2.0,2.0,3620.0,14250.0,400,3220.0,2370.0,14250,11,Fair,8,1580000.0
5,2.75,2.0,2481.0,4045.0,0,2481.0,2363.0,4175,4,Fair,8,309000.0
3,2.5,2.0,1730.0,3600.0,0,1730.0,2030.0,3600,4,Fair,8,328423.0
3,1.5,2.0,1420.0,1192.0,280,1140.0,1340.0,1213,10,Fair,8,345000.0
5,3.5,2.0,3160.0,5175.0,0,3160.0,2100.0,9351,4,Fair,9,660000.0
3,3.25,2.0,1320.0,1327.0,280,1040.0,1440.0,1263,10,Fair,8,385000.0
2,2.25,2.0,1010.0,1107.0,300,710.0,1140.0,1531,12,Fair,8,459000.0
3,2.5,2.0,1870.0,4046.0,0,1870.0,2130.0,4800,11,Fair,7,248000.0
4,3.5,2.0,5220.0,15411.0,1670,3550.0,3110.0,14124,12,Fair,10,1480000.0
4,2.5,2.0,2260.0,5824.0,0,2260.0,2240.0,5561,7,Fair,8,379000.0
5,4.5,3.0,4340.0,5722.0,0,4340.0,1770.0,5250,8,Fair,10,2950000.0
2,2.25,2.0,1620.0,1841.0,80,1540.0,1530.0,1831,14,Fair,8,395000.0
3,2.5,2.0,2280.0,2289.0,400,1880.0,2280.0,2425,12,Fair,8,535000.0
5,3.5,2.0,3400.0,9804.0,850,2550.0,2380.0,7440,10,Fair,9,970000.0
2,1.5,2.0,830.0,1020.0,0,830.0,830.0,1379,12,Fair,7,205000.0
4,2.5,2.0,2310.0,7384.0,0,2310.0,2310.0,7800,8,Fair,8,310000.0
2,1.5,2.0,830.0,1858.0,0,830.0,1480.0,3030,13,Fair,7,334500.0
5,3.25,2.0,4130.0,7197.0,0,4130.0,3730.0,7202,6,Fair,10,995000.0
4,3.0,2.0,2050.0,4000.0,0,2050.0,2050.0,4000,4,Fair,8,370228.0
4,2.5,2.0,2050.0,4953.0,0,2050.0,2340.0,6175,4,Fair,9,383000.0
3,2.5,2.0,1600.0,2610.0,0,1600.0,1445.0,1288,13,Fair,8,384500.0
5,2.5,2.0,3190.0,8160.0,0,3190.0,1650.0,8160,4,Fair,9,865000.0
4,3.75,2.5,3860.0,5474.0,0,3860.0,3040.0,5474,11,Fair,10,1050000.0
4,2.5,2.0,2040.0,5616.0,0,2040.0,2380.0,4737,6,Fair,8,502000.0
4,3.5,2.0,3845.0,8400.0,0,3845.0,1710.0,8400,5,Fair,10,1750000.0
4,2.5,2.0,2650.0,6875.0,0,2650.0,2650.0,5831,4,Fair,8,569995.0
4,2.5,2.0,3430.0,64441.0,0,3430.0,3580.0,64441,5,Fair,8,749950.0
3,2.5,2.0,2430.0,5400.0,0,2430.0,2640.0,11990,11,Fair,8,550000.0
3,3.5,2.0,2876.0,5086.0,516,2360.0,2390.0,4419,11,Fair,8,525000.0
4,3.5,2.0,2550.0,8698.0,0,2550.0,2430.0,5519,11,Fair,7,516000.0
4,3.75,2.0,4100.0,61419.0,0,4100.0,2010.0,32362,4,Fair,9,1350000.0
4,2.5,2.0,2730.0,4526.0,0,2730.0,2190.0,4572,9,Fair,7,440000.0
3,2.5,2.0,1780.0,1729.0,700,1080.0,1780.0,1741,10,Fair,8,660000.0
3,2.5,2.0,1880.0,5000.0,0,1880.0,2260.0,5000,8,Fair,7,261950.0
5,3.75,2.0,3090.0,4943.0,0,3090.0,3191.0,5561,8,Fair,10,551000.0
3,3.5,2.0,2460.0,14155.0,560,1900.0,2440.0,14080,4,Fair,8,665000.0
4,3.5,2.0,2910.0,5260.0,0,2910.0,2910.0,5260,6,Fair,9,610000.0
4,3.5,2.0,2910.0,5260.0,0,2910.0,2910.0,5260,6,Fair,9,645000.0
3,1.75,1.0,1930.0,6360.0,0,1930.0,2770.0,6373,5,Fair,9,536751.0
3,2.25,2.0,1413.0,3403.0,0,1413.0,1763.0,3719,9,Fair,8,260000.0
3,3.25,2.0,4030.0,6300.0,400,3630.0,1660.0,6300,12,Fair,10,1310000.0
4,3.25,2.5,2880.0,5929.0,0,2880.0,2880.0,5846,4,Fair,8,429900.0
4,2.75,1.0,2360.0,15100.0,0,2360.0,1440.0,13346,4,Fair,8,535000.0
2,1.75,3.0,1070.0,1276.0,0,1070.0,1290.0,2057,12,Fair,8,462550.0
3,3.25,3.0,1460.0,1367.0,0,1460.0,1310.0,1191,10,Fair,8,602000.0
4,2.75,2.0,3800.0,9606.0,0,3800.0,3400.0,9677,10,Fair,9,730000.0
2,1.5,3.0,1190.0,801.0,0,1190.0,1190.0,810,8,Fair,8,300500.0
5,2.5,2.0,3200.0,6455.0,0,3200.0,3290.0,7924,9,Fair,9,675000.0
3,2.25,2.0,1970.0,2377.0,290,1680.0,1690.0,1936,10,Fair,8,415000.0
3,2.5,2.0,2830.0,5831.0,0,2830.0,2830.0,6064,8,Fair,9,614000.0
4,2.5,2.0,2630.0,5701.0,0,2630.0,2770.0,5939,8,Fair,7,385000.0
4,2.75,2.0,2720.0,4613.0,0,2720.0,2830.0,4836,13,Fair,9,594000.0
4,2.75,2.0,3160.0,8097.0,0,3160.0,2200.0,8097,4,Fair,9,860000.0
4,4.0,2.0,3770.0,8899.0,830,2940.0,3300.0,8308,12,Fair,10,1100000.0
4,2.75,2.0,3500.0,6226.0,0,3500.0,3480.0,7222,14,Fair,9,775000.0
5,2.75,2.0,2710.0,4685.0,0,2710.0,2710.0,4449,4,Fair,8,430760.0
2,2.5,1.0,2170.0,6361.0,0,2170.0,2310.0,7419,9,Fair,8,755000.0
2,2.25,3.0,1540.0,958.0,0,1540.0,1410.0,958,11,Fair,9,640000.0
3,3.25,3.0,1876.0,1531.0,0,1876.0,1876.0,1533,9,Fair,9,613500.0
4,3.5,1.0,3720.0,213073.0,0,3720.0,2190.0,59241,11,Fair,10,780000.0
4,2.5,2.0,3148.0,9612.0,0,3148.0,3000.0,11475,4,Fair,9,550000.0
4,3.25,2.0,3240.0,4852.0,0,3240.0,3320.0,5318,8,Fair,9,789500.0
5,3.5,2.0,3340.0,5000.0,760,2580.0,3420.0,5000,6,Fair,8,592000.0
4,2.5,2.0,2413.0,5701.0,0,2413.0,2380.0,5725,4,Fair,8,454950.0
4,2.5,2.0,2500.0,4500.0,0,2500.0,2230.0,4500,8,Fair,7,475000.0
2,1.75,2.0,1180.0,904.0,400,780.0,1380.0,3610,4,Fair,10,659000.0
4,2.5,2.0,2890.0,5801.0,0,2890.0,2890.0,6286,13,Fair,9,570000.0
5,3.0,1.0,2230.0,6551.0,900,1330.0,2230.0,9476,4,Fair,7,347500.0
4,2.5,2.0,1767.0,4500.0,0,1767.0,1949.0,4636,12,Fair,8,205000.0
3,3.25,2.0,1450.0,1468.0,350,1100.0,1450.0,1478,9,Fair,8,380000.0
5,2.75,2.0,2930.0,7663.0,0,2930.0,2750.0,10335,5,Fair,9,718000.0
5,2.75,2.0,2710.0,4136.0,0,2710.0,2590.0,4136,4,Fair,8,515805.0
4,3.25,2.0,3600.0,18645.0,600,3000.0,3970.0,10957,5,Fair,10,1030000.0
3,2.5,2.0,1800.0,3265.0,0,1800.0,1800.0,3663,4,Fair,8,437718.0
4,2.5,2.0,2290.0,5515.0,0,2290.0,1380.0,5515,12,Fair,8,450000.0
3,2.5,2.0,1510.0,1178.0,450,1060.0,1510.0,1210,11,Fair,8,515000.0
2,2.5,2.0,1090.0,13444.0,0,1090.0,1380.0,6000,11,Fair,7,204000.0
3,2.0,3.0,1270.0,1323.0,0,1270.0,1330.0,1323,12,Fair,8,360000.0
3,2.25,3.0,1540.0,1005.0,0,1540.0,1510.0,1501,10,Fair,8,550000.0
3,2.5,2.0,2930.0,6050.0,0,2930.0,2760.0,5765,10,Fair,9,650880.0
5,3.75,2.0,4360.0,8504.0,830,3530.0,2680.0,9000,4,Fair,10,1790000.0
4,3.5,2.0,3640.0,4983.0,850,2790.0,3270.0,14700,4,Fair,9,895900.0
4,2.5,2.0,2430.0,4747.0,0,2430.0,1930.0,7200,10,Fair,8,585000.0
3,2.25,2.0,1520.0,1464.0,280,1240.0,1710.0,1464,8,Fair,8,380000.0
5,2.75,2.0,2730.0,5820.0,0,2730.0,2730.0,5700,4,Fair,8,565997.0
3,3.0,2.0,2440.0,2076.0,510,1930.0,2440.0,2310,12,Fair,8,459000.0
3,3.75,2.0,1580.0,1303.0,240,1340.0,1560.0,1294,8,Fair,8,550000.0
3,2.25,3.0,1420.0,983.0,0,1420.0,1530.0,1280,12,Fair,8,500000.0
5,3.25,2.0,2820.0,3275.0,590,2230.0,2610.0,3275,12,Fair,8,461500.0
4,5.5,2.0,5060.0,10320.0,0,5060.0,3010.0,10080,10,Fair,10,2150000.0
4,2.5,2.0,2650.0,5000.0,0,2650.0,1110.0,6250,11,Fair,8,790000.0
3,2.25,2.0,1490.0,1212.0,450,1040.0,1490.0,1337,7,Fair,9,735000.0
4,2.5,2.0,3060.0,7710.0,0,3060.0,3040.0,7840,9,Fair,9,588000.0
3,3.25,2.0,3240.0,4185.0,470,2770.0,2660.0,4692,7,Fair,8,724500.0
3,2.75,2.0,2820.0,5348.0,0,2820.0,3140.0,5640,10,Fair,9,749000.0
5,3.5,2.0,4140.0,7642.0,0,4140.0,3330.0,6953,15,Fair,8,720000.0
2,1.5,2.0,982.0,846.0,176,806.0,1010.0,3844,12,Fair,8,250000.0
3,2.75,2.0,2460.0,3600.0,0,2460.0,2570.0,3600,11,Fair,9,790000.0
4,2.5,2.0,2547.0,4800.0,0,2547.0,2598.0,4800,4,Fair,9,392440.0
4,2.25,2.0,1834.0,7460.0,0,1834.0,1979.0,9008,6,Fair,8,280000.0
4,4.5,3.0,3130.0,5126.0,680,2450.0,2540.0,7784,4,Fair,10,1330000.0
4,2.5,2.0,2730.0,4847.0,0,2730.0,1250.0,4840,10,Fair,9,649000.0
2,2.5,2.0,1380.0,1329.0,330,1050.0,1360.0,3750,10,Fair,8,457000.0
4,4.25,2.0,4700.0,10800.0,790,3910.0,2370.0,7680,16,Fair,10,2230000.0
3,3.0,2.0,2330.0,4284.0,410,1920.0,2330.0,3709,14,Fair,9,453000.0
3,2.5,2.0,1730.0,3600.0,0,1730.0,2030.0,3600,4,Fair,8,329780.0
2,2.5,3.0,2350.0,2390.0,350,2000.0,1950.0,2390,11,Fair,10,1050000.0
5,4.5,2.0,4000.0,6713.0,0,4000.0,3690.0,6600,3,Fair,9,771005.0
3,2.5,1.0,3350.0,7752.0,1170,2180.0,2570.0,7988,9,Fair,9,1300000.0
3,3.25,3.0,1530.0,1612.0,0,1530.0,1530.0,1611,12,Fair,8,607500.0
2,2.25,2.0,1610.0,1968.0,0,1610.0,1950.0,1968,39,Good,7,278000.0
4,2.75,2.0,2620.0,6178.0,0,2620.0,2790.0,6538,5,Fair,8,475000.0
3,2.0,2.0,1300.0,1920.0,450,850.0,1300.0,1344,12,Fair,8,270000.0
4,3.5,2.0,3590.0,5334.0,450,3140.0,2100.0,6250,12,Fair,9,1300000.0
4,2.5,2.0,2490.0,5647.0,0,2490.0,2970.0,5450,4,Fair,8,778983.0
3,2.5,2.0,1320.0,1780.0,440,880.0,3040.0,6000,13,Fair,7,221000.0
4,2.25,2.0,1800.0,2752.0,0,1800.0,1800.0,2752,4,Fair,8,338800.0
5,1.5,2.0,3360.0,5225.0,0,3360.0,3230.0,5368,4,Fair,9,834995.0
4,2.5,2.0,3220.0,9328.0,0,3220.0,3020.0,9300,12,Fair,8,550000.0
3,3.5,2.0,2514.0,1559.0,490,2024.0,2090.0,10454,11,Fair,8,575000.0
4,2.75,2.0,3130.0,9711.0,0,3130.0,1570.0,10500,4,Fair,9,649000.0
4,2.5,2.0,2720.0,4738.0,0,2720.0,2590.0,5740,6,Fair,8,545000.0
2,2.25,2.0,1390.0,916.0,225,1165.0,1415.0,1488,11,Fair,8,625000.0
4,4.5,2.0,4920.0,270236.0,1100,3820.0,4920.0,260924,12,Fair,10,1040000.0
3,2.5,2.5,2134.0,1984.0,0,2134.0,2170.0,1984,10,Fair,8,611000.0
3,2.5,2.0,1741.0,5701.0,0,1741.0,2002.0,5700,6,Fair,8,300000.0
3,2.5,2.0,2560.0,5238.0,0,2560.0,2560.0,5185,17,Fair,8,577000.0
4,2.5,2.0,2220.0,3561.0,0,2220.0,2530.0,4449,4,Fair,8,349990.0
3,2.5,2.0,1910.0,4363.0,0,1910.0,1890.0,3732,12,Fair,9,650000.0
2,1.5,2.0,980.0,853.0,160,820.0,1130.0,1270,9,Fair,7,378000.0
3,2.5,2.0,1950.0,4197.0,0,1950.0,2300.0,4178,5,Fair,7,313200.0
5,4.25,2.0,4150.0,12015.0,0,4150.0,3230.0,27520,4,Fair,10,1210000.0
2,1.5,2.0,1110.0,986.0,160,950.0,1110.0,3515,9,Fair,7,252500.0
3,2.5,2.0,1250.0,1150.0,170,1080.0,1250.0,1150,9,Fair,8,308000.0
4,2.5,2.0,3310.0,5404.0,0,3310.0,2600.0,4730,14,Fair,9,803100.0
4,2.5,2.0,2020.0,5501.0,0,2020.0,2020.0,5494,8,Fair,7,415000.0
4,3.5,2.0,3310.0,4850.0,0,3310.0,3320.0,5955,8,Fair,9,785000.0
4,2.5,2.0,2798.0,4473.0,0,2798.0,2358.0,4593,6,Fair,9,499950.0
4,2.5,2.0,1847.0,8000.0,0,1847.0,1767.0,8000,10,Fair,7,216000.0
4,2.5,2.0,2420.0,4981.0,0,2420.0,2420.0,5000,9,Fair,9,380000.0
4,2.5,2.0,2020.0,3600.0,0,2020.0,2210.0,3800,6,Fair,7,345000.0
4,2.5,2.0,2400.0,6811.0,0,2400.0,2710.0,5314,11,Fair,8,456500.0
3,2.5,1.0,1760.0,5390.0,0,1760.0,2310.0,5117,4,Fair,8,382495.0
4,2.5,2.0,2110.0,4178.0,0,2110.0,2300.0,4142,5,Fair,7,324950.0
4,2.5,2.0,2692.0,8392.0,0,2692.0,2574.0,14446,4,Fair,9,436472.0
3,2.25,2.0,1490.0,4522.0,0,1490.0,1580.0,4667,9,Fair,7,365250.0
5,3.25,2.0,3960.0,6352.0,0,3960.0,2930.0,9875,4,Fair,10,919990.0
4,2.5,2.0,1740.0,4642.0,0,1740.0,1950.0,4642,6,Fair,7,316475.0
4,2.5,1.0,1940.0,4517.0,750,1190.0,1910.0,10410,8,Fair,8,425000.0
2,1.0,2.0,970.0,3279.0,180,790.0,1150.0,1351,11,Fair,7,302860.0
3,2.5,2.0,1852.0,4000.0,0,1852.0,2166.0,4000,4,Fair,7,298000.0
4,4.0,2.0,4810.0,18851.0,0,4810.0,3970.0,19929,11,Fair,10,3200000.0
4,4.0,2.0,5635.0,9695.0,1275,4360.0,3726.0,9765,7,Fair,10,950000.0
3,2.5,2.0,1520.0,3041.0,0,1520.0,1820.0,3229,9,Fair,7,333000.0
3,2.5,2.0,2099.0,4275.0,0,2099.0,2099.0,4275,8,Fair,7,289950.0
3,2.25,3.0,1250.0,811.0,0,1250.0,1250.0,1232,4,Fair,8,419950.0
2,1.5,3.0,1090.0,1183.0,0,1090.0,1110.0,1384,10,Fair,8,306000.0
4,2.5,2.0,3216.0,5902.0,0,3216.0,2815.0,4916,4,Fair,9,498445.0
4,2.5,2.0,2970.0,4400.0,0,2970.0,3010.0,4892,4,Fair,8,775950.0
3,2.5,2.0,2610.0,6405.0,0,2610.0,2580.0,6285,17,Fair,8,605000.0
2,1.75,2.0,1340.0,1368.0,280,1060.0,2480.0,1707,12,Fair,7,520000.0
4,2.75,2.0,3300.0,4987.0,0,3300.0,3520.0,5453,4,Fair,9,849990.0
3,2.0,1.0,1630.0,7599.0,0,1630.0,2030.0,7599,12,Fair,10,767450.0
3,2.25,2.0,1590.0,929.0,530,1060.0,1510.0,1193,4,Fair,9,665000.0
2,2.75,3.5,1310.0,1268.0,0,1310.0,1350.0,1288,11,Fair,8,525000.0
4,3.5,2.0,3600.0,5697.0,660,2940.0,3490.0,5911,4,Fair,9,870515.0
4,2.5,2.0,2154.0,4153.0,0,2154.0,2154.0,4091,6,Fair,9,390000.0
3,1.75,3.0,1530.0,825.0,0,1530.0,1580.0,1915,3,Fair,8,500000.0
3,2.25,2.0,1360.0,1041.0,266,1094.0,1522.0,1382,12,Fair,8,399950.0
3,2.5,2.0,1320.0,2480.0,0,1320.0,1320.0,3240,13,Fair,7,305000.0
4,2.5,2.0,1660.0,6724.0,0,1660.0,1544.0,6054,9,Fair,7,255000.0
4,2.5,2.0,2891.0,6499.0,0,2891.0,2550.0,8383,4,Fair,9,415000.0
3,2.5,2.0,2340.0,2155.0,220,2120.0,2640.0,2680,6,Fair,10,716500.0
3,2.5,3.0,2320.0,2267.0,0,2320.0,1240.0,1883,9,Fair,8,425000.0
4,2.5,2.0,2190.0,3855.0,0,2190.0,2190.0,3600,8,Fair,8,540000.0
3,2.5,2.0,2060.0,4742.0,0,2060.0,2370.0,4725,4,Fair,8,324747.0
3,2.5,2.0,1740.0,4145.0,0,1740.0,1740.0,4045,8,Fair,7,385000.0
3,2.25,2.0,1400.0,3825.0,0,1400.0,2110.0,3825,6,Fair,7,270000.0
5,4.0,2.0,4410.0,14380.0,0,4410.0,2720.0,11454,12,Fair,10,1240000.0
3,2.5,2.0,1780.0,1647.0,700,1080.0,2000.0,1741,10,Fair,8,672000.0
3,2.5,2.0,1760.0,10137.0,0,1760.0,2000.0,6935,8,Fair,8,310000.0
3,3.5,2.0,4410.0,10756.0,980,3430.0,3550.0,5634,4,Fair,10,3000000.0
6,4.25,2.0,5550.0,11547.0,1280,4270.0,3480.0,11547,4,Fair,10,2350000.0
3,2.5,2.0,2432.0,9391.0,0,2432.0,2912.0,8932,13,Fair,9,427000.0
3,2.5,2.0,2283.0,3996.0,0,2283.0,1760.0,3992,10,Fair,8,389950.0
3,2.5,2.0,1860.0,3730.0,0,1860.0,2110.0,4509,6,Fair,8,309620.0
4,2.5,2.0,2701.0,4500.0,0,2701.0,2570.0,4800,4,Fair,9,399895.0
4,2.5,2.0,2930.0,4875.0,0,2930.0,2815.0,4900,4,Fair,9,442515.0
3,2.25,3.0,1540.0,1561.0,0,1540.0,1540.0,1547,8,Fair,8,375000.0
3,2.5,2.0,2242.0,4500.0,0,2242.0,2009.0,4500,4,Fair,8,309780.0
3,2.5,2.0,1950.0,4345.0,0,1950.0,2260.0,4345,11,Fair,7,425000.0
2,3.0,2.0,1160.0,1073.0,280,880.0,1250.0,4812,11,Fair,7,405000.0
3,2.5,2.0,2060.0,5115.0,0,2060.0,2648.0,4500,4,Fair,9,356250.0
3,2.25,3.0,1230.0,875.0,0,1230.0,1760.0,5664,5,Fair,8,550000.0
2,1.5,2.0,1160.0,1438.0,0,1160.0,1220.0,1740,17,Fair,7,340000.0
4,2.5,2.0,2245.0,4301.0,0,2245.0,2530.0,4478,4,Fair,8,362865.0
4,3.5,2.0,4120.0,12626.0,150,3970.0,4120.0,11913,4,Fair,10,1360000.0
4,2.5,2.0,3400.0,9692.0,0,3400.0,3070.0,7375,11,Fair,9,830000.0
5,3.75,2.0,4270.0,7500.0,1060,3210.0,2410.0,8350,4,Fair,10,1600000.0
4,3.5,2.0,2890.0,5911.0,520,2370.0,3490.0,6093,4,Fair,9,855000.0
5,3.5,2.0,3220.0,8000.0,320,2900.0,2100.0,9680,10,Fair,9,1210000.0
4,3.5,2.0,4010.0,15365.0,0,4010.0,3550.0,13429,12,Fair,10,1390000.0
4,3.5,2.0,2260.0,30250.0,0,2260.0,1270.0,16350,5,Fair,7,400200.0
2,1.0,1.5,1140.0,1730.0,130,1010.0,1360.0,1730,11,Fair,8,235000.0
3,2.0,1.0,1640.0,4714.0,0,1640.0,1770.0,4802,9,Fair,8,349950.0
4,2.75,2.0,3510.0,9400.0,0,3510.0,3550.0,9429,4,Fair,9,659950.0
3,2.75,2.0,3010.0,1842.0,0,3010.0,2950.0,4200,7,Fair,9,785000.0
2,2.25,2.0,1060.0,925.0,80,980.0,1020.0,4000,12,Fair,8,475000.0
3,2.5,2.0,1658.0,2700.0,0,1658.0,1658.0,2700,4,Fair,8,263900.0
3,2.5,2.0,1960.0,3540.0,0,1960.0,1840.0,3825,6,Fair,8,342000.0
3,2.5,2.0,2420.0,4725.0,0,2420.0,2370.0,4200,4,Fair,8,367899.0
3,3.5,1.5,3420.0,23786.0,0,3420.0,1590.0,23774,4,Fair,9,657044.0
2,1.5,2.0,893.0,965.0,0,893.0,1340.0,1436,11,Fair,8,359950.0
4,2.75,2.0,3020.0,7203.0,0,3020.0,3010.0,7215,4,Fair,9,879950.0
4,2.5,2.0,2470.0,5954.0,0,2470.0,2470.0,4800,5,Fair,8,550000.0
4,2.5,2.0,2009.0,4800.0,0,2009.0,1798.0,4800,6,Fair,8,279000.0
3,2.5,2.5,1530.0,1116.0,0,1530.0,1530.0,7780,13,Fair,7,255000.0
3,1.75,3.0,1590.0,1113.0,0,1590.0,1520.0,1357,4,Fair,8,609500.0
5,3.0,2.0,2630.0,3149.0,960,1670.0,2240.0,4825,5,Fair,8,420000.0
4,2.5,2.0,3230.0,7187.0,0,3230.0,2950.0,6537,10,Fair,9,570000.0
3,2.25,2.0,1430.0,2343.0,0,1430.0,1270.0,1916,6,Fair,8,439000.0
3,2.5,2.0,2242.0,5744.0,0,2242.0,2009.0,5712,6,Fair,8,310000.0
4,2.5,2.0,2500.0,4000.0,0,2500.0,1480.0,4300,4,Fair,8,635000.0
3,2.5,2.0,1230.0,922.0,150,1080.0,1230.0,1237,9,Fair,8,399950.0
4,2.5,2.5,3020.0,3600.0,0,3020.0,2570.0,3600,9,Fair,9,805000.0
4,3.5,2.0,3480.0,4000.0,1020,2460.0,2620.0,4000,3,Fair,9,1800000.0
4,3.0,1.0,3330.0,7650.0,1500,1830.0,1200.0,3876,10,Fair,9,1210000.0
4,2.5,2.0,3400.0,4840.0,210,3190.0,3400.0,5710,12,Fair,10,745000.0
2,1.5,2.0,830.0,1119.0,0,830.0,1480.0,3622,13,Fair,7,329445.0
5,3.0,2.0,3110.0,4464.0,0,3110.0,2450.0,4221,11,Fair,8,588000.0
3,2.5,2.0,1910.0,2091.0,0,1910.0,1630.0,1546,4,Fair,8,494815.0
3,2.75,2.0,3230.0,5250.0,550,2680.0,2710.0,5250,4,Fair,9,591975.0
5,2.75,2.0,3380.0,8179.0,0,3380.0,2840.0,8179,7,Fair,9,600000.0
3,2.75,2.0,2830.0,3496.0,0,2830.0,2160.0,3501,6,Fair,8,673000.0
5,3.5,2.0,3700.0,7055.0,0,3700.0,3170.0,6527,4,Fair,9,889950.0
4,3.0,2.0,2520.0,4104.0,0,2520.0,2510.0,5015,16,Fair,7,500000.0
3,2.25,2.0,1530.0,1396.0,290,1240.0,1690.0,2500,11,Fair,8,500000.0
4,4.25,2.0,4420.0,5750.0,1010,3410.0,4420.0,5750,12,Fair,10,890000.0
3,3.0,3.0,1460.0,1180.0,0,1460.0,1460.0,1224,12,Fair,8,437000.0
3,2.25,2.0,1450.0,1486.0,290,1160.0,1370.0,1437,12,Fair,8,419700.0
3,2.0,1.0,1160.0,3441.0,580,580.0,1160.0,4000,88,Good,6,394000.0
3,1.75,1.5,1444.0,249126.0,0,1444.0,1760.0,224770,10,Fair,7,420000.0
3,2.5,3.0,1620.0,1173.0,150,1470.0,1620.0,1505,10,Fair,8,580000.0
2,1.5,2.0,1100.0,1228.0,200,900.0,1340.0,1380,11,Fair,7,343000.0
2,1.5,2.0,1340.0,1402.0,220,1120.0,1340.0,1213,10,Fair,8,390000.0
3,1.5,2.0,1450.0,4694.0,0,1450.0,1870.0,4198,7,Fair,7,274000.0
